1027	URSULA TAYLOR	female	22	2012-12-24 19:19:02	UK	75	3
1028	WENDY GARCIA	female	18	2011-11-26 12:06:57	USA	0	43
1029	VICTORIA CLARK	female	25	2012-06-15 10:30:47	FRANCE	0	0
1030	GEORGE PETERS	male	21	2012-07-15 13:20:15	USA	63	0
1031	DIANA WASHINGTON	female	22	2011-06-04 19:23:45	UK	5	85
1032	EDGAR CLARK	male	26	2012-11-14 21:27:30	USA	0	4
1033	MARY MILLER	female	18	2012-06-21 08:38:31	UK	1	41
1034	ANNE WILLIAMS	female	22	2011-04-16 20:25:51	FRANCE	3	10
1035	THOMAS MAJOR	male	22	2011-02-05 07:30:24	USA	2	6
1036	LINDA THATCHER	female	26	2011-12-28 02:41:24	UK	90	52
1037	JENNIFER HARRISON	female	23	2012-07-29 00:03:28	USA	3	7
1038	MATTHEW HALL	male	18	2012-03-16 22:53:59	USA	0	23
1039	LUCY RODRIGUEZ	female	18	2011-01-15 03:31:17	USA	82	77
1040	ARTHUR WHITE	male	27	2011-02-07 23:55:44	USA	79	9
1041	JOSEPH ANDERSON	male	19	2011-01-04 12:32:06	UK	0	79
1042	CHARLOTTE LEE	female	23	2011-07-06 18:32:14	USA	0	5
1043	JESSICA GRANT	female	23	2012-04-19 05:32:43	USA	0	10
1044	SHARON GARCIA	female	19	2012-04-28 18:19:05	UK	4	48
1045	TERRY THATCHER	male	22	2012-11-18 13:02:00	USA	2	10
1046	PAUL DAVIS	male	27	2012-03-22 03:51:06	USA	2	7
1047	ANNE PETERS	female	21	2012-10-20 18:40:52	USA	34	62
1048	CAROL DAVIES	female	22	2011-08-26 13:37:02	USA	0	34
1049	ELIZABETH CLARK	female	20	2011-06-14 02:57:50	USA	3	92
1050	CHARLOTTE JOHNSON	female	27	2012-08-10 23:57:23	USA	41	1
1051	DIANA ROBINSON	female	18	2011-04-05 12:47:22	USA	5	48
1052	EVE BAKER	female	23	2012-04-14 20:26:48	GERMANY	0	8
1053	URSULA JEFFERSON	female	18	2011-06-23 12:58:18	USA	2	4
1054	ANN THOMPSON	female	28	2011-05-07 05:13:08	UK	0	3
1055	ROBYN TAYLOR	female	30	2012-07-29 16:22:29	FRANCE	0	8
1056	MARIA GARCIA	female	18	2012-07-31 12:58:55	USA	0	3
1057	KIMBERLY HALL	female	22	2012-08-07 12:26:12	USA	38	99
1058	CAROL THATCHER	female	21	2011-04-09 07:42:36	UK	4	2
1059	ROBERT ANDREWS	male	22	2012-02-17 19:04:26	USA	53	19
1060	DAVID CLARK	male	21	2011-01-27 16:42:18	CANADA	20	50
1061	BETTY PETERSON	female	18	2012-10-02 06:17:17	UK	0	9
1062	LAURA WILLIAMS	female	22	2011-10-12 14:26:50	UK	5	7
1063	KIMBERLY THOMAS	female	19	2012-10-22 10:01:48	CANADA	67	34
1064	LUCY CLARKE	female	24	2011-08-31 07:03:40	UK	31	100
1065	SARAH SMITH	female	24	2012-02-27 16:35:29	MEXICO	4	99
1066	TABITHA RODRIGUEZ	female	30	2013-01-18 15:18:57	FRANCE	0	41
1067	JUDITH KIRK	female	25	2012-09-11 21:04:24	UK	29	43
1068	MATTHEW DAVIES	male	19	2011-04-17 05:04:42	USA	1	2
1069	DONALD WALKER	male	18	2012-01-30 20:18:56	UK	5	63
1070	EDWIN YORKE	male	18	2011-11-25 13:18:05	CANADA	2	1
1071	LUCY ANDREWS	female	24	2012-05-21 13:14:41	USA	0	48
1072	RUTH CLARK	female	19	2011-07-23 11:24:12	USA	56	75
1073	MICHAEL SMYTHE	male	29	2012-09-09 09:16:29	MEXICO	3	91
1074	SANDRA LAKE	female	25	2012-07-21 15:23:37	UK	0	0
1075	BERYL JEFFERSON	female	26	2012-11-14 17:40:57	FRANCE	0	8
1076	SIMON HARRIS	male	20	2011-01-13 02:26:42	USA	0	5
1077	NANCY HALL	female	20	2011-11-28 09:05:52	UK	1	68
1078	SIMON ROBERTSON	male	18	2012-11-10 14:15:45	FRANCE	55	1
1079	WENDY LEWIS	female	28	2011-07-25 19:12:25	UK	0	50
1080	JOHN WHITE	male	18	2011-06-07 12:15:45	USA	5	1
1081	JENNIFER JOHNSON	female	24	2011-07-05 04:26:54	UK	0	8
1082	ANNA DAVIES	female	20	2011-01-31 02:44:02	EGYPT	80	87
1083	MICHAEL HARRISON	male	20	2012-08-10 12:08:44	USA	2	5
1084	DIANA ANDREWS	female	22	2012-05-29 09:01:07	USA	96	0
1085	EDWIN ANDREWS	male	22	2011-03-22 16:48:53	CANADA	4	5
1086	MARIA KIRK	female	18	2012-09-04 04:18:07	UK	0	4
1087	LINDA MAJOR	female	25	2012-08-07 18:57:22	GERMANY	3	48
1088	TERRY WASHINGTON	male	22	2011-03-18 23:39:03	USA	2	7
1089	PATRICIA JOHNSON	female	19	2011-02-09 15:58:00	UK	2	0
1090	MICHAEL LEE	male	18	2011-01-18 20:35:05	USA	0	93
1091	JENNIFER WASHINGTON	female	23	2011-03-02 08:12:55	UK	88	72
1092	PHILIP MOORE	male	20	2011-09-12 10:34:26	UK	17	6
1093	EDWARD SMITH	male	18	2012-03-22 01:52:32	UK	74	0
1094	BERYL EDWARDS	female	18	2012-12-01 17:43:28	CANADA	0	26
1095	HAROLD THOMAS	male	20	2011-12-18 19:33:06	USA	0	6
1096	ANNA WASHINGTON	female	27	2013-02-06 14:45:02	MEXICO	0	9
1097	LINDA PETERS	female	19	2012-01-03 01:58:28	USA	54	41
1098	RUTH PETERS	female	20	2011-04-19 22:45:43	USA	0	52
1099	JENNIFER MARTIN	female	25	2011-01-30 12:54:30	USA	0	1
1100	EDWIN RODRIGUEZ	male	23	2011-01-31 15:01:42	FRANCE	0	7
1101	JAMES WHITE	male	20	2013-01-25 08:43:05	USA	4	1
1102	ALISON KIRBY	female	20	2011-06-04 04:36:55	UK	63	89
1103	DOROTHY WILLIAMS	female	20	2012-03-30 16:30:33	USA	93	4
1104	PATRICIA WILLIAMS	female	23	2013-01-03 07:41:00	FRANCE	0	9
1105	PATRICIA WHITE	female	22	2011-07-16 23:32:15	USA	0	8
1106	CHERYL ABEL	female	23	2012-06-30 01:15:05	USA	4	5
1107	BETTY ROBERTSON	female	21	2012-05-05 17:05:33	EGYPT	0	1
1108	HAROLD OATES	male	26	2012-02-09 15:21:53	USA	40	30
1109	MARY JEFFERSON	female	18	2011-02-28 12:33:07	USA	0	2
1110	ADAM CLARKSON	male	29	2013-02-03 01:18:23	UK	0	4
1111	HELEN JEFFRIES	female	21	2012-05-22 05:57:36	EGYPT	57	1
1112	CHARLOTTE ABEL	female	22	2012-07-31 10:07:31	FRANCE	0	8
1113	ANNE KIRBY	female	24	2012-07-23 22:21:43	USA	2	4
1114	DEBORAH THATCHER	female	24	2013-01-30 19:16:20	EGYPT	0	1
1115	ANN ANTHONY	female	30	2011-08-09 09:44:44	USA	5	5
1116	BARBARA DAVIES	female	21	2012-05-22 11:10:43	UK	0	3
1117	HUGH JOHNSON	male	19	2011-08-09 18:43:45	USA	0	9
1118	HERBERT YORKE	male	19	2011-03-09 12:08:37	USA	5	70
1119	FIONA THATCHER	female	28	2013-01-01 00:59:11	USA	0	2
1120	KIMBERLY MARTINEZ	female	18	2011-03-10 16:42:13	CANADA	5	8
1121	ANNA CLARKSON	female	26	2011-08-21 13:36:22	GERMANY	51	5
1122	LINDA BROWN	female	23	2012-03-19 15:13:57	UK	5	4
1123	PAUL JEFFRIES	male	22	2011-06-16 16:01:25	USA	0	7
1124	DIANA CLARKE	female	27	2011-01-21 02:34:33	GERMANY	0	8
1125	MICHAEL WHITE	male	28	2012-11-27 05:57:56	USA	0	6
1126	DANIEL HARRISON	male	20	2013-02-11 01:10:47	MEXICO	0	8
1127	RONALD YORKE	male	18	2011-08-04 18:02:58	USA	0	10
1128	RONALD WALKER	male	27	2011-05-26 07:41:33	USA	0	7
1129	BETTY KIRK	female	27	2012-01-29 05:22:05	UK	1	7
1130	FIONA MARTIN	female	21	2011-11-22 06:41:07	USA	3	9
1131	DONALD MARTINEZ	male	26	2012-11-10 10:51:35	MEXICO	85	2
1132	DEBORAH LEE	female	19	2012-09-29 19:02:12	UK	32	10
1133	ARTHUR DAVIDSON	male	23	2011-03-25 15:31:09	GERMANY	0	6
1134	PAUL WALKER	male	22	2012-08-14 11:16:07	MEXICO	0	9
1135	ANNE THOMAS	female	18	2013-01-09 07:45:46	USA	4	1
1136	ANNE WILLIAMS	female	18	2012-05-13 11:38:11	USA	0	99
1137	THOMAS MARTINEZ	male	19	2012-12-26 11:28:33	USA	0	8
1138	ROBERT THOMPSON	male	19	2013-01-22 05:44:07	USA	22	0
1139	WENDY EDWARDS	female	18	2012-10-12 06:58:09	MEXICO	2	6
1140	HAROLD BURROWS	male	27	2012-04-15 20:21:04	USA	0	6
1141	MICHELLE ANTHONY	female	19	2012-06-13 07:26:30	CANADA	4	6
1142	EVE KIRK	female	19	2011-05-29 10:06:42	USA	0	44
1143	MATTHEW PETERS	male	19	2011-10-26 03:18:51	UK	4	3
1144	CAROL RODRIGUEZ	female	20	2012-01-14 22:12:52	USA	3	2
1145	KAREN LEWIS	female	29	2012-10-08 14:42:20	USA	0	5
1146	WENDY JOHNSON	female	23	2011-06-06 16:43:20	USA	57	3
1147	WENDY HARRISON	female	26	2011-05-28 17:09:53	UK	4	2
1148	JESSICA DAVIES	female	19	2012-01-17 20:57:43	USA	0	49
1149	STEVEN EDWARDS	male	24	2012-03-24 01:04:12	UK	0	10
1150	ANN RODRIGUEZ	female	22	2012-12-24 23:32:47	UK	3	75
1151	BARBARA WALKER	female	22	2012-06-28 04:58:59	UK	58	8
1152	DOROTHY THATCHER	female	21	2013-02-05 02:29:51	USA	0	40
1153	EDWIN TAYLOR	male	22	2011-03-09 22:51:35	FRANCE	0	7
1154	KEVIN ANDERSON	male	26	2012-02-17 04:02:31	UK	0	2
1155	LUCY RODRIGUEZ	female	18	2011-12-07 22:03:04	USA	99	67
1156	BARBARA JEFFRIES	female	20	2012-10-21 07:23:03	USA	0	2
1157	CHERYL BROWN	female	18	2013-02-20 06:55:44	USA	32	76
1158	ROBYN THATCHER	female	20	2011-01-27 11:00:48	FRANCE	0	1
1159	ANTHONY DENT	male	18	2013-02-24 08:11:55	USA	4	4
1160	ELIZABETH MOORE	female	19	2012-02-19 02:12:29	USA	0	8
1161	CHRISTOPHER MILLER	male	18	2011-10-02 02:06:29	CANADA	4	1
1162	ROBYN HALL	female	28	2011-04-23 19:14:32	UK	92	0
1163	BERYL LEWIS	female	18	2012-02-05 11:44:41	USA	2	11
1164	ANNE DAVIES	female	18	2011-02-19 22:16:50	UK	21	9
1165	HELENA JACKSON	female	27	2012-09-02 12:44:24	USA	0	2
1166	TABITHA ROBERTSON	female	19	2012-05-08 06:22:11	USA	2	1
1167	ARTHUR ABEL	male	23	2011-05-26 19:47:20	UK	0	4
1168	MATTHEW SMITH	male	21	2011-12-30 11:03:37	USA	3	69
1169	FELICITY WASHINGTON	female	19	2011-06-17 17:08:33	UK	43	2
1170	JUDITH MARTINEZ	female	18	2012-03-31 05:32:27	USA	24	2
1171	LINDA RODRIGUEZ	female	21	2011-12-17 01:40:19	UK	5	2
1172	MARIA CLARKSON	female	20	2011-09-04 14:51:44	GERMANY	0	1
1173	SHARON MAJOR	female	23	2011-01-22 05:18:23	USA	0	0
1174	RONALD THOMAS	male	27	2012-03-13 17:48:29	FRANCE	47	87
1175	SHARON SMITH	female	18	2011-06-21 01:18:56	EGYPT	5	14
1176	HELENA RODRIGUEZ	female	21	2011-06-02 16:53:12	USA	92	40
1177	MARGARET WHITE	female	19	2011-02-18 18:58:22	FRANCE	35	8
1178	PHILIP BAKER	male	19	2012-05-06 23:58:39	EGYPT	0	4
1179	JOSEPH DAVIDSON	male	23	2012-07-24 21:14:47	UK	0	99
1180	CAROL LEWIS	female	18	2012-07-09 11:45:12	USA	86	62
1181	DAVID JOHNSON	male	27	2012-09-29 11:24:46	GERMANY	0	10
1182	NANCY PETERSON	female	26	2011-07-15 17:58:23	GERMANY	0	5
1183	RONALD LAKE	male	23	2012-11-28 18:54:08	UK	5	94
1184	MARY DAVIS	female	27	2011-01-31 11:52:14	USA	61	95
1185	LINDA HALL	female	18	2012-07-14 17:47:12	USA	77	54
1186	SARAH BROWN	female	20	2012-07-04 05:55:16	USA	0	5
1187	BETTY HARRISON	female	19	2012-04-10 18:22:44	UK	22	25
1188	ROGER MOORE	male	21	2012-06-13 02:54:39	USA	4	8
1189	JENNIFER SMITH	female	26	2012-01-05 00:04:26	USA	0	8
1190	PATRICIA JONES	female	24	2013-02-16 17:49:15	USA	79	6
1191	CHERYL THOMPSON	female	21	2012-12-09 15:14:58	EGYPT	25	65
1192	PHILIP KIRK	male	18	2011-08-10 01:25:56	USA	48	2
1193	MARK DAVIS	male	22	2012-11-25 13:11:54	USA	0	22
1194	ARTHUR CLARK	male	21	2012-09-06 19:12:22	USA	7	68
1195	ANN EDWARDS	female	23	2011-06-30 11:05:36	USA	31	5
1196	SANDRA ANTHONY	female	26	2011-07-22 13:42:21	FRANCE	47	41
1197	DIANA PETERS	female	20	2012-10-12 10:37:13	UK	5	2
1198	LAURA GRANT	female	26	2011-02-21 21:13:30	GERMANY	0	65
1199	HAROLD HALL	male	24	2012-04-10 09:30:55	MEXICO	63	67
1200	MICHAEL MAJOR	male	20	2011-09-12 17:53:28	USA	0	0
1201	TABITHA WHITE	female	23	2011-07-09 00:29:59	UK	0	42
1202	BARBARA ANDERSON	female	20	2012-07-06 01:06:32	USA	57	2
1203	EDWARD LAKE	male	22	2011-03-14 13:36:10	CANADA	0	1
1204	SUSAN WASHINGTON	female	29	2011-04-20 18:41:09	USA	38	2
1205	ANNE ANDREWS	female	27	2011-02-08 06:43:50	GERMANY	0	75
1206	HELEN SMYTHE	female	30	2012-05-27 20:11:35	USA	0	8
1207	SUSAN OATES	female	18	2011-01-28 00:04:33	UK	18	4
1208	MARIA OATES	female	18	2011-03-21 20:51:06	USA	38	31
1209	JENNIFER LEE	female	18	2011-05-23 04:02:38	USA	0	1
1210	ANN OATES	female	22	2011-08-26 04:11:41	USA	0	24
1211	CHARLOTTE ABEL	female	20	2011-10-22 20:55:37	USA	0	1
1212	JOHN DAVIS	male	18	2012-12-21 16:48:01	EGYPT	0	65
1213	STEVEN RODRIGUEZ	male	18	2012-10-19 08:44:50	USA	56	8
1214	VICTORIA BROWN	female	27	2011-06-30 14:36:29	UK	0	9
1215	HAROLD BAKER	male	20	2011-01-27 07:44:46	USA	66	1
1216	MARCUS BURROWS	male	25	2012-06-29 07:58:18	UK	17	1
1217	DOROTHY KIRK	female	21	2012-04-22 04:06:34	USA	34	4
1218	ALISON ANTHONY	female	24	2011-04-26 20:58:12	FRANCE	0	67
1219	SANDRA ANTHONY	female	18	2011-10-27 23:18:03	USA	80	4
1220	LUCY MOORE	female	18	2012-04-03 20:07:29	USA	0	0
1221	BRIAN DENT	male	25	2012-07-02 21:51:54	USA	12	3
1222	MARIA MILLER	female	20	2011-12-17 01:19:45	USA	0	2
1223	ANNA PETERSON	female	23	2012-07-06 16:33:22	USA	65	61
1224	HELEN WHITE	female	20	2011-11-26 04:01:19	USA	8	8
1225	DEBORAH DAVIDSON	female	18	2011-06-20 20:21:11	MEXICO	0	69
1226	NANCY JACKSON	female	25	2012-12-18 18:37:43	UK	2	7
1227	FELICITY JONES	female	20	2013-01-02 03:47:02	GERMANY	0	1
1228	LAURA LEE	female	19	2012-07-15 06:15:18	GERMANY	0	8
1229	DANIEL MARTIN	male	21	2011-11-26 09:05:07	USA	0	76
1230	DANIEL HALL	male	18	2011-12-08 14:13:37	USA	40	7
1231	ANNA STEVENS	female	23	2012-08-01 11:23:53	USA	2	3
1232	MARY PETERSON	female	19	2012-09-20 14:17:54	GERMANY	4	2
1233	RUTH GARCIA	female	22	2011-02-17 08:48:44	USA	2	5
1234	PAUL ANDERSON	male	18	2011-10-23 12:46:47	GERMANY	0	82
1235	ROBYN GARCIA	female	19	2012-06-26 18:08:08	USA	0	6
1236	ALISON GARCIA	female	25	2011-01-10 10:27:23	USA	0	1
1237	JUDITH WALKER	female	21	2011-10-06 00:00:49	FRANCE	0	1
1238	HELENA RODRIGUEZ	female	20	2011-03-24 20:44:12	UK	75	52
1239	LINDA WILLIAMS	female	22	2011-03-23 14:11:16	UK	0	5
1240	SARAH HALL	female	22	2012-08-08 10:05:39	USA	0	45
1241	TABITHA MILLER	female	19	2012-05-12 04:22:26	USA	87	5
1242	GEORGE CLARKSON	male	24	2013-02-15 05:42:45	UK	31	10
1243	MICHELLE HARRIS	female	18	2012-02-29 01:09:26	CANADA	3	6
1244	PHILIP ANTHONY	male	24	2012-03-15 03:45:17	USA	0	91
1245	THOMAS DAVIS	male	19	2011-07-22 15:58:38	UK	97	9
1246	ARTHUR ANTHONY	male	22	2012-02-14 01:44:21	UK	49	17
1247	ROBYN ABEL	female	22	2012-11-01 12:38:19	UK	4	6
1248	TABITHA DENT	female	27	2011-04-17 21:16:38	EGYPT	75	6
1249	BARBARA JEFFERSON	female	27	2011-01-01 07:45:49	USA	0	8
1250	ADAM MILLER	male	28	2011-06-07 11:14:04	USA	2	10
1251	JUDITH BURROWS	female	22	2011-11-11 17:48:33	USA	46	6
1252	CHARLOTTE RODRIGUEZ	female	19	2011-11-07 07:38:49	FRANCE	0	84
1253	DEBORAH MARTINEZ	female	22	2011-05-03 07:30:54	USA	0	21
1254	WENDY MARTIN	female	21	2012-07-20 08:40:31	USA	1	63
1255	MARIA BAKER	female	27	2012-12-14 14:08:25	UK	1	82
1256	CHRISTOPHER WILLIAMS	male	22	2011-04-20 13:40:25	USA	4	1
1257	CHARLOTTE ROBERTSON	female	18	2011-07-03 11:38:39	USA	3	4
1258	NANCY WALKER	female	29	2011-12-19 14:45:33	USA	0	26
1259	FELICITY MILLER	female	22	2012-02-04 13:27:22	UK	0	10
1260	RICHARD ABEL	male	24	2011-06-26 23:43:04	USA	0	5
1261	LAURA PETERSON	female	22	2012-04-16 04:19:56	UK	1	65
1262	ELIZABETH HALL	female	19	2012-06-24 09:47:38	USA	2	56
1263	CAROL PETERS	female	25	2012-09-12 00:16:18	FRANCE	11	47
1264	DIANA CLARK	female	19	2012-01-12 09:22:01	USA	4	5
1265	LISA HALL	female	18	2011-05-21 11:38:50	USA	48	73
1266	MARK RODRIGUEZ	male	21	2011-06-13 10:28:56	USA	0	31
1267	LAURA LEE	female	29	2011-04-19 18:27:19	USA	0	7
1268	KIMBERLY KIRBY	female	21	2011-04-19 17:01:12	FRANCE	0	92
1269	RICHARD PETERS	male	18	2013-02-14 13:21:05	UK	0	5
1270	ELIZABETH SMYTHE	female	21	2011-08-05 06:40:45	FRANCE	78	94
1271	ROBERT THATCHER	male	22	2013-01-24 23:41:42	GERMANY	65	9
1272	RICHARD HALL	male	30	2012-08-31 18:53:19	MEXICO	57	6
1273	MATTHEW ANDREWS	male	18	2011-02-27 17:37:05	USA	75	9
1274	TABITHA DAVIES	female	24	2011-08-29 18:11:21	UK	0	5
1275	CHARLOTTE MARTIN	female	22	2011-03-09 20:27:35	USA	0	5
1276	LUCY JONES	female	23	2011-07-08 09:52:47	UK	47	4
1277	CHARLOTTE LAKE	female	21	2011-05-21 05:21:00	UK	81	39
1278	POLLY MARTINEZ	female	23	2012-11-11 02:16:13	USA	11	80
1279	MARGARET DAVIS	female	18	2012-06-17 13:36:02	UK	4	5
1280	JENNIFER SMITH	female	23	2012-08-15 12:11:04	USA	2	1
1281	FELICITY CLARKSON	female	19	2011-06-12 18:11:44	USA	0	85
1282	ANNE YORKE	female	24	2012-10-30 04:04:24	USA	97	39
1283	JOHN LEWIS	male	18	2011-04-15 04:14:16	USA	99	5
1284	ROBYN WILLIAMS	female	28	2012-12-19 20:00:52	UK	0	25
1285	BERYL WILLIAMS	female	22	2011-09-10 07:52:49	USA	77	8
1286	SUSAN WASHINGTON	female	20	2012-01-07 08:55:10	UK	83	93
1287	RONALD CLARKE	male	22	2012-09-08 03:28:59	USA	0	10
1288	PATRICIA MOORE	female	21	2011-08-20 22:27:30	USA	0	10
1289	SANDRA ROBERTSON	female	24	2011-07-13 21:20:56	UK	5	10
1290	PHILIP JEFFERSON	male	20	2011-05-03 00:47:45	UK	0	10
1291	CHRISTOPHER EDWARDS	male	21	2011-08-19 07:06:03	UK	4	5
1292	LISA WHITE	female	20	2011-12-27 13:14:48	USA	0	47
1293	EDWARD BROWN	male	28	2013-01-09 22:35:53	FRANCE	0	6
1294	KENNETH BAKER	male	24	2012-10-02 13:16:32	CANADA	83	65
1295	PAUL DENT	male	23	2011-08-12 20:07:06	MEXICO	0	9
1296	LISA HALL	female	22	2011-07-13 09:24:56	CANADA	2	1
1297	MARY DAVIS	female	18	2012-10-21 13:46:07	USA	0	47
1298	CHERYL ANDERSON	female	22	2011-03-23 10:58:44	MEXICO	0	37
1299	EDWIN HARRIS	male	21	2011-07-13 13:05:18	UK	15	65
1300	ANNE LAKE	female	22	2012-01-14 10:58:55	UK	0	2
1301	KEVIN BURROWS	male	25	2012-11-13 15:41:21	USA	62	3
1302	RONALD CLARKE	male	18	2012-08-03 23:36:07	USA	17	1
1303	MICHAEL STEVENS	male	18	2012-01-05 06:35:39	CANADA	0	44
1304	DIANA SMITH	female	28	2013-01-21 19:07:17	USA	3	8
1305	JESSICA TAYLOR	female	24	2011-04-01 04:05:23	MEXICO	0	8
1306	NANCY SMITH	female	22	2012-11-11 14:53:31	USA	2	1
1307	LISA PETERS	female	24	2012-02-13 13:50:42	UK	5	5
1308	ANNA ANDREWS	female	29	2011-11-08 04:32:39	USA	47	6
1309	MARCUS MOORE	male	20	2011-05-16 17:02:57	UK	26	7
1310	VICTORIA THOMAS	female	21	2012-01-07 08:25:17	GERMANY	92	0
1311	MARGARET KIRK	female	27	2011-08-19 12:05:45	USA	4	9
1312	ELIZABETH LEE	female	18	2011-03-21 17:28:21	USA	10	66
1313	ELIZABETH THOMPSON	female	18	2011-03-31 10:09:37	UK	88	13
1314	LUCY JEFFERSON	female	22	2012-12-26 05:53:16	UK	4	6
1315	ANNA JOHNSON	female	23	2011-01-20 06:37:39	USA	1	8
1316	BERYL WILSON	female	20	2013-01-28 01:57:35	USA	0	9
1317	BARBARA JEFFERSON	female	20	2011-01-09 17:38:43	UK	2	8
1318	HELENA WASHINGTON	female	18	2012-01-02 16:05:43	USA	0	48
1319	FIONA ABEL	female	18	2013-01-13 18:58:25	UK	64	71
1320	MARY GRANT	female	23	2012-11-08 23:15:51	USA	4	6
1321	DAVID DAVIES	male	19	2012-06-12 04:59:27	GERMANY	0	5
1322	MATTHEW BAKER	male	18	2012-03-22 18:14:06	USA	32	44
1323	CHRISTOPHER HALL	male	18	2011-04-23 19:13:17	EGYPT	5	4
1324	DIANA WILLIAMS	female	20	2012-01-31 14:22:25	USA	1	6
1325	PAUL OATES	male	23	2011-05-30 21:21:47	UK	31	77
1326	MICHAEL HARRIS	male	19	2013-01-17 00:24:23	MEXICO	83	6
1327	DONALD SMITH	male	24	2011-07-16 02:53:09	USA	5	7
1328	TABITHA JACKSON	female	20	2012-04-05 21:34:06	UK	0	7
1329	CAROL ANDERSON	female	28	2012-09-01 02:44:10	USA	56	1
1330	GEORGE HARRISON	male	30	2011-07-31 01:17:37	MEXICO	5	8
1331	SUSAN THOMPSON	female	19	2012-05-25 16:11:06	FRANCE	89	4
1332	WENDY HARRIS	female	18	2011-07-02 22:42:33	USA	1	56
1333	MARIA LAKE	female	24	2011-02-24 20:07:58	USA	3	3
1334	HAROLD SMITH	male	21	2011-02-14 17:10:50	CANADA	53	39
1335	VICTORIA KIRBY	female	24	2011-11-19 13:16:26	UK	99	2
1336	DIANA ANTHONY	female	30	2013-01-18 22:40:03	CANADA	68	2
1337	HELENA BROWN	female	20	2012-06-15 07:26:23	USA	85	32
1338	FIONA PETERSON	female	20	2011-09-25 17:54:07	CANADA	78	57
1339	SANDRA HALL	female	18	2012-10-12 14:37:09	UK	0	83
1340	HELENA ANDERSON	female	24	2012-12-06 06:30:53	GERMANY	0	3
1341	WENDY KIRK	female	18	2011-10-03 20:10:31	UK	3	66
1342	ANNE WILSON	female	27	2011-10-08 08:36:57	GERMANY	0	0
1343	LISA GARCIA	female	25	2011-05-10 14:32:38	FRANCE	0	10
1344	ALISON STEVENS	female	22	2012-01-27 10:15:45	UK	0	68
1345	ANNA ROBINSON	female	24	2012-01-26 17:47:03	USA	2	87
1346	LINDA THATCHER	female	20	2011-03-09 07:35:30	USA	0	20
1347	MARGARET ABEL	female	18	2012-03-27 12:09:59	UK	37	8
1348	LUCY MARTIN	female	22	2011-09-16 06:37:43	USA	1	10
1349	JUDITH CLARK	female	25	2013-01-26 03:03:07	USA	96	4
1350	ROBYN ANDREWS	female	24	2012-05-24 12:14:02	USA	23	5
1351	JAMES CLARKE	male	19	2011-11-11 08:54:58	UK	0	3
1352	NANCY BAKER	female	21	2011-03-12 00:40:56	USA	4	40
1353	RUTH SMYTHE	female	21	2011-09-10 02:48:12	MEXICO	61	81
1354	ROBYN THOMAS	female	26	2012-08-06 09:13:19	UK	0	6
1355	RUTH CLARKE	female	20	2012-10-28 19:45:25	UK	3	9
1356	CAROL OATES	female	21	2012-05-30 13:54:46	UK	0	4
1357	DIANA JEFFERSON	female	25	2011-05-13 18:11:51	USA	0	75
1358	CHARLOTTE WILSON	female	28	2012-07-10 11:55:16	UK	98	10
1359	HAROLD BAKER	male	23	2013-02-20 02:42:04	USA	2	10
1360	RICHARD JOHNSON	male	22	2011-07-02 21:50:27	USA	0	52
1361	DOROTHY ROBERTSON	female	22	2011-08-19 08:08:39	GERMANY	65	8
1362	DANIEL ANTHONY	male	28	2012-10-13 01:14:55	EGYPT	65	16
